age,monthly_income,loan_amount,loan_term_months,past_due,employment_type,has_mortgage,num_prev_loans,credit_utilization,default
24,4834,6709,36,no,employed,no,3,0.01,0
63,7240,4034,48,no,employed,no,1,0.477,0
22,6884,4004,48,no,employed,yes,2,0.216,0
57,5878,5500,36,no,employed,no,3,0.287,0
37,5117,3561,36,no,employed,no,2,0.549,0
39,6303,7720,24,no,unemployed,no,3,0.269,1
21,7100,7302,24,no,unemployed,no,2,0.718,0
55,10123,4729,24,no,employed,no,2,0.432,0
29,7878,11636,60,no,employed,no,2,0.404,0
53,7951,7464,24,no,employed,no,3,0.396,0
56,12177,14810,60,no,employed,yes,3,0.01,0
62,7031,2150,24,no,employed,no,3,0.311,0
55,6969,8638,48,no,employed,no,0,0.289,0
35,7408,5365,36,no,employed,no,1,0.491,0
57,3982,4147,48,no,employed,no,0,0.385,0
61,5112,3816,48,no,employed,no,0,0.325,0
36,4987,8948,48,no,self-employed,no,1,0.43,0
27,7295,4714,60,no,employed,yes,0,0.01,0
64,5651,9433,36,no,employed,no,1,0.369,0
28,6276,10524,12,no,employed,no,0,0.344,0
50,8174,7614,24,no,unemployed,yes,1,0.264,0
32,7726,5840,48,no,employed,no,0,0.01,0
27,5676,4946,36,no,employed,no,2,0.574,0
59,4660,8313,36,no,employed,no,2,0.046,0
28,8270,10157,36,yes,self-employed,no,2,0.254,0
53,7547,8431,36,yes,self-employed,no,2,0.174,0
54,2787,986,48,no,employed,no,3,0.436,0
23,5373,8445,48,no,employed,no,2,0.079,0
29,6331,2695,48,yes,employed,no,4,0.443,0
59,7557,2799,48,no,employed,yes,6,0.208,0
45,7820,5570,60,no,employed,yes,3,0.179,0
26,6567,6656,36,no,employed,no,2,0.484,0
69,7170,11779,60,no,employed,no,2,0.385,0
33,6128,9100,12,no,unemployed,no,3,0.168,0
21,4652,2774,48,no,employed,yes,4,0.042,0
66,5477,4699,48,no,employed,yes,1,0.343,0
21,6037,8876,36,no,unemployed,no,3,0.319,0
48,5930,6467,24,no,self-employed,yes,3,0.277,0
69,2228,1251,36,no,employed,no,1,0.29,0
49,5205,4653,36,no,self-employed,yes,0,0.587,0
49,6112,7572,60,yes,employed,no,2,0.23,0
40,5437,9568,36,no,self-employed,no,4,0.079,0
27,5506,7117,24,yes,employed,yes,2,0.347,0
49,6975,2261,36,no,unemployed,no,3,0.361,0
64,3842,5215,36,no,employed,yes,4,0.037,0
25,2743,1855,12,no,employed,no,2,0.094,0
64,5303,8448,36,no,employed,no,3,0.377,0
41,7528,6593,36,no,employed,no,5,0.39,0
47,9375,5619,24,no,employed,no,3,0.543,0
29,7564,7578,36,no,self-employed,yes,3,0.159,0
51,3063,2091,36,no,employed,yes,0,0.235,0
29,5535,3618,48,no,unemployed,no,4,0.132,0
34,6513,7554,36,no,employed,no,0,0.635,0
56,6355,9221,24,yes,employed,no,3,0.539,1
23,7078,10988,60,no,employed,no,5,0.277,0
42,4165,3733,36,yes,employed,no,2,0.01,0
50,6129,2452,12,no,self-employed,no,3,0.057,0
27,6840,7017,60,no,self-employed,yes,1,0.415,0
35,7651,7273,24,no,employed,no,3,0.386,0
37,4388,2612,48,no,employed,no,1,0.207,0
53,5309,8729,48,no,employed,no,1,0.433,0
68,1500,2641,60,no,employed,no,3,0.353,0
61,4757,1796,60,no,employed,no,4,0.532,0
30,4951,7394,24,no,employed,no,2,0.284,0
21,3960,5023,48,no,employed,no,1,0.223,0
23,6331,4382,24,no,unemployed,no,0,0.297,0
50,5888,7376,48,no,employed,no,1,0.115,0
28,1500,739,36,yes,employed,no,3,0.195,0
32,6431,2598,12,no,employed,yes,2,0.306,0
62,4143,7416,12,no,employed,no,1,0.191,0
63,6971,8745,12,no,self-employed,yes,2,0.13,0
62,3436,2335,12,no,self-employed,yes,1,0.526,0
33,6060,5908,24,yes,self-employed,no,3,0.327,0
51,5433,9372,60,no,self-employed,yes,1,0.111,0
50,6606,6329,36,no,employed,no,3,0.155,0
30,6249,10315,48,no,employed,no,2,0.19,0
48,5489,8800,60,no,employed,no,3,0.421,0
46,2927,2389,48,no,unemployed,no,3,0.154,0
40,3045,4092,36,no,self-employed,no,2,0.285,0
57,4832,6236,60,no,employed,no,2,0.557,0
54,5983,8716,48,no,employed,yes,0,0.109,0
47,4783,4060,48,no,employed,no,1,0.344,0
56,7250,2743,60,no,unemployed,no,2,0.616,0
58,5441,3028,36,no,employed,no,4,0.307,0
48,4069,4983,36,no,employed,no,1,0.589,0
34,5443,7961,60,yes,employed,no,0,0.181,0
58,6451,9251,36,no,employed,yes,5,0.238,0
56,6649,7816,60,no,employed,yes,2,0.344,0
69,9756,4167,12,no,employed,no,1,0.31,0
28,4662,1519,12,no,self-employed,no,4,0.445,0
41,5853,8622,36,no,employed,no,5,0.418,0
66,6852,7702,12,no,self-employed,no,2,0.077,0
46,5953,8775,60,no,employed,no,3,0.445,0
67,4998,2719,12,no,employed,no,0,0.168,0
21,2901,2643,48,no,employed,yes,2,0.669,0
22,4978,8356,24,no,employed,no,2,0.609,0
60,3852,2147,60,no,employed,yes,1,0.088,0
38,2546,998,36,no,employed,no,3,0.127,0
46,4408,5643,12,no,employed,no,2,0.114,0
41,3905,4653,12,no,employed,yes,2,0.256,0
40,7167,12384,36,no,self-employed,yes,2,0.115,0
67,7202,11953,60,no,employed,no,2,0.149,0
25,4192,5970,60,no,employed,no,1,0.286,0
58,5479,1801,24,no,employed,yes,2,0.209,0
64,2283,2329,36,no,employed,no,1,0.184,0
53,5011,8238,12,no,unemployed,no,2,0.463,0
40,6797,6460,36,no,employed,no,4,0.238,0
28,7649,13333,36,no,unemployed,no,1,0.314,0
54,4573,5847,24,no,unemployed,no,4,0.212,0
43,8103,3761,48,no,employed,no,0,0.287,0
28,2968,3157,60,no,employed,no,2,0.033,0
38,3504,4707,12,no,self-employed,no,1,0.631,0
68,7419,2953,24,no,self-employed,no,4,0.121,0
34,9342,7632,24,no,employed,yes,1,0.244,0
29,6986,9610,12,no,employed,no,1,0.29,0
54,5919,3170,24,no,employed,no,4,0.12,0
30,1609,1323,48,no,self-employed,yes,0,0.304,0
66,1955,2609,12,no,self-employed,no,0,0.279,0
63,6258,9157,48,no,employed,no,1,0.354,0
69,5283,5693,60,no,employed,yes,2,0.499,0
65,3788,6573,60,no,self-employed,no,1,0.01,1
32,6131,10349,48,no,unemployed,no,2,0.124,0
31,6230,6293,24,no,employed,no,1,0.342,0
37,7888,4262,12,no,employed,no,2,0.069,0
44,6273,9154,24,no,employed,yes,1,0.01,0
64,8456,5620,60,no,employed,no,0,0.528,0
56,6015,9408,60,no,employed,no,4,0.678,0
52,5769,6811,36,no,employed,no,1,0.104,0
64,8128,7243,24,no,self-employed,no,3,0.228,0
52,4043,4587,36,no,employed,yes,0,0.48,0
39,11628,12781,24,yes,employed,yes,1,0.346,1
41,6750,11387,60,no,employed,no,1,0.115,0
46,6761,4202,24,no,employed,yes,2,0.623,0
25,7050,11930,36,no,employed,no,0,0.286,0
57,9754,3384,36,no,employed,no,0,0.106,0
52,7585,11027,12,no,employed,yes,1,0.19,0
56,2789,4684,36,yes,employed,no,1,0.444,0
47,8806,7846,60,no,unemployed,no,1,0.452,0
59,5318,2178,12,no,unemployed,yes,1,0.391,0
67,6214,9364,36,yes,employed,no,4,0.194,0
48,3441,5382,36,yes,employed,yes,2,0.037,0
42,7052,5672,24,yes,employed,no,5,0.157,0
26,4697,5062,12,yes,self-employed,no,4,0.387,0
59,6200,9388,24,no,unemployed,no,3,0.578,0
65,5431,3193,12,no,employed,no,1,0.092,0
55,9850,12248,36,no,employed,no,3,0.431,0
63,9964,9425,60,no,employed,no,4,0.126,0
63,6093,3421,48,no,employed,yes,2,0.515,0
60,6127,9479,60,no,employed,yes,4,0.501,0
45,5253,4134,36,no,employed,yes,1,0.431,0
25,8212,13973,48,no,self-employed,no,0,0.367,0
21,5342,6161,48,no,employed,no,3,0.217,0
31,5157,5527,24,no,employed,yes,1,0.126,0
42,7957,7439,24,no,employed,no,2,0.01,0
57,4923,4435,36,no,self-employed,no,3,0.387,0
43,5924,9045,48,no,employed,yes,2,0.301,0
22,2837,3734,36,no,employed,yes,1,0.496,0
31,7408,10819,24,no,self-employed,no,3,0.559,0
68,9881,9205,60,no,employed,yes,3,0.695,0
69,7442,5151,12,no,employed,no,2,0.151,0
39,8923,3839,60,no,employed,no,2,0.582,0
60,4307,6309,60,no,employed,no,0,0.331,0
56,6472,5973,60,yes,unemployed,no,0,0.145,0
66,4113,4375,48,no,employed,yes,2,0.495,0
64,5544,5566,24,no,employed,no,1,0.237,0
51,7544,7141,48,no,employed,no,1,0.316,0
40,6203,8224,48,no,unemployed,yes,2,0.068,0
51,3174,3850,48,yes,unemployed,no,3,0.252,0
36,3369,5922,24,yes,employed,yes,6,0.309,0
38,3237,1645,24,no,employed,no,3,0.074,0
50,6982,8101,24,yes,employed,no,3,0.208,0
48,10127,3998,36,no,self-employed,no,4,0.278,0
49,8724,13189,36,no,employed,no,2,0.295,0
39,2208,2703,60,no,employed,no,3,0.048,0
41,8842,8334,48,no,employed,no,2,0.098,0
21,7872,11834,48,yes,unemployed,no,3,0.183,0
50,2909,2858,24,no,employed,yes,2,0.253,0
49,5393,3460,36,no,employed,no,1,0.212,1
66,8191,8262,24,no,unemployed,no,2,0.35,0
45,7100,2884,24,no,employed,no,1,0.144,0
43,3381,5567,12,no,employed,no,1,0.674,0
24,7221,10083,24,yes,employed,yes,2,0.357,0
30,1724,2483,24,no,employed,no,0,0.631,0
37,5554,8951,36,no,employed,yes,2,0.231,0
39,8275,12307,12,no,employed,yes,2,0.117,0
38,6036,5720,24,no,employed,no,1,0.414,0
40,5002,2390,12,no,employed,yes,3,0.587,0
58,7778,6689,48,no,self-employed,no,2,0.148,0
27,7949,13522,36,no,employed,no,4,0.297,0
37,8620,14857,24,no,self-employed,no,1,0.065,0
28,7748,11248,12,no,employed,yes,1,0.099,0
36,8162,4951,60,no,employed,yes,2,0.386,0
54,7465,4416,36,no,employed,no,0,0.653,0
23,6531,10577,48,no,employed,yes,3,0.078,0
37,6179,3169,36,no,employed,no,2,0.01,0
22,5525,6498,60,no,employed,no,1,0.09,0
67,3575,3100,60,yes,self-employed,yes,2,0.391,0
56,4089,3079,36,no,unemployed,no,2,0.086,0
32,5435,7152,48,yes,employed,yes,0,0.01,0
30,6482,11274,24,no,unemployed,yes,4,0.381,1
25,8881,13023,48,no,employed,no,2,0.305,0
44,5916,6089,36,no,employed,yes,0,0.331,0
57,8006,7694,12,no,employed,yes,2,0.232,1
49,8158,13554,60,no,self-employed,no,1,0.234,0
64,5537,6462,60,no,self-employed,no,0,0.234,0
37,7189,7512,24,no,unemployed,no,2,0.13,0
34,5512,7299,60,no,self-employed,no,2,0.298,0
44,8644,5668,24,no,employed,no,2,0.303,0
30,7271,2876,36,no,unemployed,no,1,0.117,0
68,3619,5727,60,no,unemployed,no,2,0.1,0
30,6323,7656,24,no,self-employed,yes,3,0.511,0
44,9296,5087,36,no,employed,no,1,0.304,0
46,5637,4211,48,no,self-employed,no,3,0.148,0
23,6895,12306,12,no,employed,yes,1,0.544,0
43,7091,8875,36,no,unemployed,no,1,0.108,0
43,3926,4923,24,no,unemployed,no,1,0.74,1
33,7021,2866,48,no,self-employed,no,5,0.01,0
27,3212,5632,12,no,employed,yes,1,0.056,0
23,4748,7782,24,no,employed,no,3,0.175,0
21,8151,9142,48,no,unemployed,yes,3,0.365,0
44,6713,5129,24,no,unemployed,no,2,0.148,0
25,5391,7262,36,no,self-employed,no,2,0.01,0
68,6892,10683,48,yes,unemployed,no,1,0.382,0
32,5879,8696,48,no,employed,no,3,0.425,0
52,6025,10637,12,no,unemployed,no,5,0.251,0
54,7313,9179,60,no,employed,no,1,0.131,0
45,4545,3553,48,no,employed,yes,2,0.136,0
64,6080,6365,24,no,employed,yes,2,0.411,0
26,5375,8194,48,no,employed,no,1,0.278,0
32,2828,1973,48,no,employed,no,2,0.325,0
33,4159,2691,48,no,self-employed,yes,4,0.062,0
27,9136,12673,36,no,employed,no,1,0.241,0
35,6769,6543,48,no,self-employed,no,2,0.444,0
36,3352,5111,60,no,employed,no,1,0.375,0
58,2919,1504,36,yes,self-employed,yes,1,0.591,1
35,5775,4640,60,no,employed,no,0,0.163,0
63,9122,6405,48,no,self-employed,yes,3,0.415,0
58,5626,7577,60,no,employed,yes,3,0.558,0
65,8613,12394,60,no,employed,no,5,0.516,0
26,6703,6595,24,no,employed,no,1,0.187,0
69,6942,7060,24,no,employed,yes,1,0.322,0
51,3328,1657,36,no,employed,yes,4,0.264,0
69,7875,10652,36,no,employed,no,0,0.313,0
38,5330,9532,36,no,employed,no,4,0.504,0
67,7726,11333,48,no,self-employed,yes,4,0.44,1
49,4371,2774,60,yes,employed,yes,1,0.341,0
24,6354,7845,36,no,employed,no,4,0.077,0
41,6704,4977,48,no,employed,yes,3,0.149,0
27,5691,1964,24,no,employed,no,2,0.256,0
67,6809,3879,36,no,employed,no,2,0.165,0
35,5467,2481,12,no,self-employed,no,2,0.567,0
31,4701,2791,36,no,employed,no,0,0.337,0
48,9210,13754,36,no,employed,no,2,0.225,0
41,8097,5985,48,no,employed,yes,4,0.678,0
25,4478,6428,48,no,employed,no,3,0.109,0
61,7136,12297,36,no,self-employed,yes,3,0.259,0
62,4514,5242,12,no,employed,no,3,0.311,0
57,3630,3732,12,no,self-employed,yes,1,0.16,0
51,8067,11497,60,no,employed,no,1,0.152,0
40,2591,1154,60,no,employed,yes,1,0.073,0
47,7853,7400,24,yes,employed,no,2,0.328,0
46,5494,5759,24,no,unemployed,no,2,0.345,0
29,5576,8623,36,no,employed,yes,1,0.309,0
25,6819,10373,48,no,employed,no,0,0.169,0
33,7162,11261,36,no,unemployed,yes,3,0.058,1
43,4347,5854,12,no,employed,no,1,0.388,1
28,7435,8147,36,yes,employed,yes,5,0.227,0
26,6226,9599,24,no,employed,no,4,0.24,0
62,3487,5613,24,no,employed,no,2,0.072,0
39,5660,5777,24,no,self-employed,no,1,0.514,0
49,8762,15583,48,no,employed,no,4,0.103,0
46,9353,15079,36,yes,employed,no,1,0.451,0
57,7434,7922,24,no,employed,no,2,0.051,0
57,3619,1461,36,no,unemployed,yes,3,0.473,0
35,6981,4445,36,no,employed,no,2,0.605,0
62,7701,11278,48,no,employed,yes,4,0.401,0
39,7451,3477,60,no,unemployed,no,3,0.232,1
61,7569,7604,12,yes,employed,yes,6,0.625,1
40,6726,8120,60,no,self-employed,no,2,0.034,0
26,5855,9470,48,no,self-employed,no,1,0.195,0
58,4783,7512,48,no,employed,no,3,0.063,0
22,2204,3187,36,no,self-employed,yes,1,0.246,0
58,6679,6088,24,no,unemployed,yes,1,0.218,0
23,6372,3271,12,no,employed,no,3,0.293,0
31,7115,9281,60,no,employed,no,1,0.358,0
50,3324,1901,48,no,self-employed,no,2,0.217,0
67,7290,8324,36,yes,employed,no,2,0.388,0
41,10109,17903,36,no,employed,yes,4,0.408,0
26,6156,6928,12,no,employed,no,2,0.24,0
32,5876,7452,24,yes,self-employed,no,0,0.218,0
64,6618,8711,48,no,self-employed,yes,2,0.424,0
56,10064,15554,36,no,unemployed,no,1,0.144,0
25,3952,3764,48,no,employed,yes,1,0.551,0
39,6406,6702,48,yes,unemployed,yes,0,0.342,0
33,4400,2481,48,no,employed,yes,2,0.803,0
29,4905,5994,60,no,employed,no,2,0.43,0
62,5900,4387,12,no,self-employed,no,1,0.091,0
51,8694,9228,48,no,employed,yes,2,0.284,0
29,9601,13919,48,no,employed,no,2,0.109,0
52,6896,2250,24,no,employed,no,0,0.259,0
41,5246,6011,24,yes,employed,no,3,0.147,0
24,10985,6153,24,no,self-employed,yes,3,0.098,0
43,5144,3698,24,no,employed,yes,4,0.216,0
30,4857,1710,36,no,self-employed,yes,1,0.215,0
33,2450,1357,12,no,employed,no,1,0.077,0
64,8792,15649,48,no,employed,no,4,0.706,1
55,7936,14267,12,no,self-employed,yes,0,0.299,1
27,10835,14949,12,yes,employed,no,1,0.449,0
62,3220,3921,24,no,unemployed,yes,3,0.087,1
49,8916,13066,24,no,unemployed,yes,1,0.097,0
63,6140,10099,60,no,employed,yes,3,0.427,0
57,7612,8213,24,no,employed,yes,1,0.261,0
37,2704,954,24,yes,employed,yes,2,0.11,0
47,8936,12189,24,no,self-employed,yes,1,0.175,0
47,7573,13456,36,yes,employed,no,2,0.146,0
56,5922,4068,48,yes,unemployed,no,4,0.213,0
33,7290,7254,48,no,unemployed,no,2,0.51,0
37,4469,3762,36,no,employed,no,1,0.247,0
32,4841,4287,48,no,self-employed,no,1,0.227,0
35,5073,7011,36,no,employed,no,2,0.443,0
28,2294,1990,60,yes,employed,no,3,0.078,0
22,7723,13218,36,yes,employed,yes,2,0.148,1
67,8383,12444,24,yes,self-employed,no,2,0.078,0
24,4597,1569,48,no,employed,yes,0,0.298,0
64,6696,10230,60,no,unemployed,no,0,0.453,0
21,5468,7979,36,no,employed,no,6,0.228,0
59,6656,7153,60,no,employed,no,2,0.226,0
37,4744,4958,60,no,unemployed,no,2,0.615,0
46,4233,6575,24,no,self-employed,no,2,0.232,0
34,8104,7594,48,yes,employed,yes,5,0.344,0
45,5872,3166,48,no,employed,no,4,0.147,0
43,10044,7727,36,no,employed,yes,2,0.124,0
46,6092,4251,36,no,employed,no,2,0.191,0
40,4147,5480,60,no,unemployed,no,3,0.259,0
47,8453,4803,48,yes,employed,no,3,0.331,0
61,7261,9200,36,no,employed,no,3,0.532,0
42,7453,7445,12,no,self-employed,yes,2,0.496,0
38,8381,13070,36,yes,employed,yes,4,0.168,0
27,4694,4823,60,no,unemployed,no,2,0.086,0
38,5745,9736,48,no,employed,yes,2,0.196,0
27,5657,9338,12,no,employed,yes,2,0.159,0
29,3418,1975,60,no,employed,no,2,0.148,0
67,5472,7273,60,no,employed,no,3,0.083,0
25,8672,5393,36,yes,unemployed,yes,2,0.525,1
44,6474,9937,12,yes,employed,yes,3,0.405,0
61,3307,4145,36,no,employed,no,3,0.181,0
67,2888,2140,12,no,employed,no,1,0.49,0
28,9329,6284,24,no,employed,no,1,0.222,0
29,5819,5495,48,no,employed,yes,2,0.132,0
39,4705,7062,60,no,employed,no,1,0.32,0
48,5452,8146,36,no,employed,yes,2,0.378,0
68,3045,1065,60,no,unemployed,yes,4,0.2,0
31,8846,6664,60,no,employed,no,0,0.404,0
29,5213,4870,12,no,self-employed,no,1,0.538,0
33,8734,10291,24,no,employed,yes,2,0.306,0
63,6103,3199,48,no,self-employed,no,2,0.573,0
22,8859,7113,48,no,employed,no,1,0.514,0
39,6513,10605,36,no,employed,yes,2,0.384,0
26,7706,7820,48,yes,employed,yes,0,0.131,0
28,7438,10533,48,no,employed,no,1,0.158,0
65,7246,7442,48,no,employed,no,6,0.458,1
21,6695,6678,48,no,employed,no,1,0.135,0
36,5534,6822,12,yes,unemployed,no,3,0.172,0
65,9830,6773,24,no,employed,no,1,0.09,0
50,4186,2824,12,no,unemployed,yes,3,0.296,0
24,6008,10718,60,no,employed,no,2,0.489,0
43,6029,9667,60,yes,employed,yes,3,0.01,0
68,6804,9570,48,no,employed,no,0,0.21,0
40,5141,2599,12,yes,employed,no,2,0.264,0
46,6629,2289,36,no,self-employed,yes,2,0.4,0
47,5662,3188,24,no,employed,no,3,0.104,0
53,2836,4839,36,no,unemployed,no,0,0.482,0
30,6019,9175,24,no,employed,no,4,0.091,0
62,3798,4119,60,no,employed,yes,0,0.286,0
69,2531,4437,12,no,employed,yes,2,0.381,0
27,6273,3261,48,no,self-employed,no,2,0.288,0
61,6975,7942,60,no,employed,no,2,0.254,0
61,7053,4054,48,yes,unemployed,no,2,0.429,1
57,7134,5419,12,no,employed,yes,3,0.032,0
39,2134,3649,60,yes,employed,no,2,0.069,0
43,3277,5251,48,no,self-employed,yes,2,0.328,0
62,9947,4502,36,no,employed,yes,2,0.385,0
28,3905,2633,48,no,self-employed,no,1,0.46,0
61,7221,8605,60,no,employed,no,3,0.342,0
66,4626,1813,36,no,self-employed,no,1,0.431,0
54,6159,6929,36,no,employed,no,2,0.629,0
37,4733,5569,36,no,unemployed,yes,3,0.305,0
48,7123,5245,12,no,employed,no,1,0.385,0
23,6273,4640,48,no,self-employed,yes,0,0.546,0
66,5103,3284,12,no,employed,no,2,0.368,0
37,3899,6642,36,no,self-employed,yes,3,0.189,0
23,6535,5772,36,yes,unemployed,no,2,0.343,0
59,3574,4209,24,yes,unemployed,no,4,0.251,0
53,6854,5156,36,no,employed,no,3,0.01,0
51,11252,15235,48,no,employed,yes,3,0.296,0
23,8700,3933,24,no,self-employed,no,0,0.278,0
57,7436,3029,24,yes,employed,no,1,0.139,0
52,5828,8254,60,no,employed,yes,2,0.255,0
59,2122,2949,60,no,employed,no,3,0.236,0
61,3355,2340,36,no,employed,no,2,0.166,0
31,8565,7130,24,no,employed,no,2,0.17,0
31,4420,7672,12,no,self-employed,no,2,0.127,0
66,4601,2100,12,no,employed,no,1,0.391,0
47,5668,3257,36,no,employed,no,2,0.114,0
42,3875,3662,60,no,self-employed,yes,4,0.226,0
35,3546,2564,48,no,employed,no,1,0.125,0
52,5899,7512,24,no,unemployed,no,3,0.252,0
57,4216,5632,60,no,employed,no,1,0.337,1
21,4517,4921,36,yes,employed,no,1,0.156,0
48,4437,5398,24,no,employed,no,1,0.465,0
69,7044,6692,36,yes,employed,no,2,0.138,0
34,5535,7973,24,no,self-employed,no,1,0.449,0
34,5642,2048,60,no,employed,yes,0,0.83,0
64,7193,5533,36,yes,employed,no,1,0.169,0
24,5715,7581,48,yes,employed,no,2,0.52,1
40,5443,4324,36,yes,employed,no,3,0.185,0
43,6940,2899,60,yes,self-employed,no,7,0.232,0
60,7336,5997,48,no,employed,no,2,0.203,0
27,5705,7800,36,no,employed,no,0,0.173,0
42,6161,2975,12,no,employed,no,3,0.34,0
28,4436,6152,60,no,self-employed,yes,1,0.375,0
59,4278,6259,36,no,employed,no,2,0.474,0
51,7538,9444,24,no,employed,yes,1,0.315,0
45,6889,4590,60,no,self-employed,no,5,0.165,0
40,6910,10419,12,no,employed,no,1,0.405,0
28,6561,4078,24,no,self-employed,no,2,0.445,0
66,6092,10104,36,no,employed,no,2,0.021,0
52,7392,10052,24,yes,unemployed,no,2,0.287,0
36,7870,3006,36,no,employed,no,5,0.304,0
41,7822,11724,24,no,employed,no,0,0.266,0
56,5798,6143,12,no,employed,yes,0,0.354,0
56,8773,8588,12,yes,employed,yes,3,0.491,0
43,6456,6009,24,no,employed,no,0,0.514,0
35,7264,8789,60,no,employed,no,3,0.146,0
53,6564,9103,36,yes,employed,no,3,0.25,1
53,6494,10675,36,no,self-employed,yes,3,0.01,0
50,4528,3212,36,no,employed,yes,0,0.107,0
24,7402,9224,48,yes,self-employed,no,3,0.166,1
44,11690,15542,12,no,employed,no,0,0.137,0
51,5250,6889,24,yes,employed,yes,2,0.427,0
67,6141,6383,48,no,self-employed,yes,1,0.139,0
46,5107,4527,36,yes,unemployed,yes,3,0.352,0
37,5023,7251,48,yes,self-employed,no,4,0.591,1
48,9088,6816,60,no,employed,no,2,0.38,0
29,4654,2848,60,no,employed,no,0,0.225,0
25,5051,5650,24,no,unemployed,no,0,0.2,0
54,2825,1981,12,no,employed,no,1,0.178,0
69,4484,1568,24,no,employed,yes,0,0.499,0
62,2583,974,48,no,employed,yes,1,0.146,0
49,7263,9750,60,no,self-employed,no,3,0.424,0
22,11599,20410,60,no,self-employed,no,2,0.203,0
69,5266,5171,24,no,unemployed,no,1,0.281,0
43,2666,1387,60,no,unemployed,no,3,0.08,0
35,7799,11910,36,no,employed,no,0,0.447,0
64,4546,3146,60,yes,employed,yes,5,0.461,0
57,8598,15419,36,yes,employed,no,1,0.151,0
57,5435,6222,12,no,employed,no,2,0.45,0
34,4736,3073,12,no,employed,no,0,0.269,0
69,5644,5892,60,no,unemployed,yes,2,0.346,0
43,7515,6035,36,no,employed,no,0,0.01,0
47,5545,8146,36,no,employed,no,4,0.134,0
57,5006,2296,36,no,employed,no,1,0.232,0
53,5602,8881,36,no,employed,no,1,0.256,0
29,3456,5014,60,no,employed,yes,2,0.162,0
35,6794,10816,12,yes,employed,yes,2,0.084,0
38,2426,3984,12,yes,employed,no,4,0.607,0
67,5111,3294,48,no,employed,yes,5,0.27,0
56,7518,8130,36,no,self-employed,no,1,0.539,0
38,6606,10403,12,no,self-employed,no,2,0.368,0
57,7180,6218,12,no,self-employed,no,1,0.394,0
57,5869,2292,24,yes,employed,yes,3,0.48,0
40,8339,6149,24,no,employed,yes,3,0.463,0
40,7849,5202,12,no,employed,no,0,0.443,0
64,6892,11062,24,no,unemployed,yes,2,0.447,0
48,7855,7821,48,no,employed,yes,2,0.22,0
28,7500,9939,60,no,employed,no,1,0.294,0
56,5121,8926,60,yes,unemployed,yes,5,0.279,1
49,3312,2479,36,no,unemployed,yes,1,0.168,1
45,6840,9861,24,yes,employed,yes,6,0.155,0
56,7092,2369,60,yes,self-employed,no,4,0.01,0
65,8180,3731,48,no,employed,yes,2,0.1,0
37,4127,2240,36,yes,employed,no,4,0.274,1
41,4187,3218,24,no,employed,no,3,0.305,0
30,6919,6258,24,no,unemployed,no,1,0.32,0
52,5857,5947,36,no,employed,no,3,0.199,0
40,2228,1488,36,no,self-employed,yes,2,0.26,0
37,6750,2695,12,no,employed,yes,0,0.395,0
55,2295,3020,60,no,employed,no,4,0.151,0
40,4109,1378,36,no,self-employed,no,2,0.07,0
43,8703,13178,36,no,self-employed,no,3,0.382,0
42,9649,16342,24,no,unemployed,no,1,0.155,0
33,3568,4872,48,no,self-employed,no,4,0.308,0
27,5341,6376,48,yes,self-employed,no,0,0.591,0
61,6085,7822,12,yes,employed,no,0,0.21,0
25,9562,12223,36,no,unemployed,no,2,0.286,0
36,5014,8511,48,yes,employed,no,1,0.036,0
53,5046,8812,60,no,employed,no,1,0.59,0
27,9097,8551,24,no,employed,no,6,0.293,0
53,5250,6434,60,no,employed,no,2,0.285,0
56,7444,11197,36,no,employed,no,3,0.132,1
53,3045,918,12,yes,employed,no,1,0.1,0
35,5657,6169,12,no,employed,no,1,0.01,0
21,2680,3428,24,no,unemployed,no,2,0.105,0
64,3889,5350,24,no,unemployed,yes,3,0.454,0
37,7678,6550,36,no,employed,no,1,0.581,0
60,5900,4386,48,yes,unemployed,yes,1,0.576,0
30,5361,3072,24,no,employed,no,0,0.347,0
28,4502,5117,60,yes,employed,yes,2,0.084,0
59,5558,9331,24,yes,unemployed,no,1,0.166,0
67,6602,10853,36,no,employed,no,4,0.099,0
63,7965,6690,60,no,self-employed,yes,1,0.214,0
57,1500,1030,60,no,employed,no,2,0.275,0
33,4336,6431,48,no,employed,no,1,0.094,0
65,6318,8766,48,no,employed,yes,3,0.149,0
53,5802,6138,12,no,unemployed,yes,4,0.276,0
29,6806,6013,12,yes,employed,no,1,0.219,0
27,6535,3174,36,no,employed,no,3,0.389,0
63,5390,7964,12,yes,employed,no,1,0.513,0
34,4946,6064,36,no,employed,yes,3,0.287,0
58,5508,4766,24,no,employed,yes,1,0.082,1
27,8297,13923,60,no,self-employed,no,2,0.502,0
34,4535,5847,60,yes,employed,yes,4,0.56,0
34,5874,9949,60,no,employed,no,2,0.444,0
34,6366,6439,48,yes,employed,yes,3,0.209,0
54,9120,8955,24,yes,employed,no,0,0.16,0
65,5399,9209,12,no,self-employed,no,2,0.231,0
65,7917,13773,48,no,self-employed,no,0,0.228,0
57,8463,14735,48,no,employed,yes,6,0.483,0
30,5872,8974,36,no,employed,no,0,0.389,0
68,5578,5542,36,no,employed,no,1,0.22,0
47,5341,3287,36,no,unemployed,no,4,0.505,0
47,5488,4802,24,no,unemployed,yes,1,0.057,0
55,7708,13160,24,no,self-employed,yes,2,0.547,0
